storage/path,storage/name,storage/read_only,printer/state,printer/temp_bed,printer/target_bed,printer/temp_nozzle,printer/target_nozzle,printer/axis_z,printer/axis_x,printer/axis_y,printer/flow,printer/speed,printer/fan_hotend,printer/fan_print,timestamp,job/id,job/progress,job/time_remaining,job/time_printing,filename,shape,transfer/id,transfer/time_transferring,transfer/progress,transfer/transferred
/usb/,usb,false,PRINTING,60,60,220.4,220,33.6,,,100,100,7768,5922,2025-02-26 11:37:49,86,44,6720,5605,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.4,220,33.6,,,100,100,7758,5864,2025-02-26 11:37:54,86,44,6720,5610,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,33.6,,,100,100,7767,5952,2025-02-26 11:37:59,86,44,6720,5615,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,33.6,,,100,100,7792,5875,2025-02-26 11:38:04,86,44,6720,5620,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,33.8,,,100,100,7742,5919,2025-02-26 11:38:09,86,44,6720,5625,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,33.8,,,100,100,7757,5912,2025-02-26 11:38:14,86,44,6720,5630,,,,,,
/usb/,usb,false,PRINTING,60,60,219.5,220,33.8,,,100,100,7769,5966,2025-02-26 11:38:19,86,44,6720,5636,,,,,,
/usb/,usb,false,PRINTING,60.1,60,220,220,33.8,,,100,100,7778,5905,2025-02-26 11:38:24,86,44,6660,5641,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,34.4,,,100,100,7749,5864,2025-02-26 11:38:29,86,44,6660,5646,,,,,,
/usb/,usb,false,PRINTING,60,60,220.1,220,34,,,100,100,7737,5925,2025-02-26 11:38:34,86,44,6660,5651,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.3,220,34,,,100,100,7774,5910,2025-02-26 11:38:39,86,44,6660,5656,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.9,220,34.6,,,100,100,7756,5930,2025-02-26 11:38:44,86,44,6660,5661,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,34.6,,,100,100,7757,5908,2025-02-26 11:38:49,86,44,6660,5666,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.4,220,34.2,,,100,100,7772,5898,2025-02-26 11:38:54,86,44,6660,5671,,,,,,
/usb/,usb,false,PRINTING,60,60,219.5,220,34.8,,,100,100,7763,5864,2025-02-26 11:38:59,86,44,6660,5676,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,34.2,,,100,100,7806,5907,2025-02-26 11:39:04,86,44,6660,5681,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,34.2,,,100,100,7800,5918,2025-02-26 11:39:09,86,44,6660,5686,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,34.4,,,100,100,7775,5913,2025-02-26 11:39:14,86,45,6660,5691,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,34.4,,,100,100,7770,5928,2025-02-26 11:39:19,86,45,6660,5696,,,,,,
/usb/,usb,false,PRINTING,59.9,60,219.5,220,34.9,,,100,100,7787,5925,2025-02-26 11:39:24,86,45,6600,5701,,,,,,
/usb/,usb,false,PRINTING,60,60,220.1,220,34.4,,,100,100,7742,5888,2025-02-26 11:39:29,86,45,6600,5706,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,34.6,,,100,100,7768,5908,2025-02-26 11:39:34,86,45,6600,5711,,,,,,
/usb/,usb,false,PRINTING,60,60,220,220,34.6,,,100,100,7730,5921,2025-02-26 11:39:39,86,45,6600,5716,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.3,220,34.6,,,100,100,7767,5919,2025-02-26 11:39:44,86,45,6600,5721,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,35.2,,,100,100,7640,5872,2025-02-26 11:39:49,86,45,6600,5726,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.6,220,34.6,,,100,100,7725,5921,2025-02-26 11:39:54,86,45,6600,5731,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.4,220,34.8,,,100,100,7792,5900,2025-02-26 11:39:59,86,45,6600,5736,,,,,,
/usb/,usb,false,PRINTING,60,60,219.5,220,34.8,,,100,100,7775,5884,2025-02-26 11:40:04,86,45,6600,5741,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,34.8,,,100,100,7795,5946,2025-02-26 11:40:09,86,45,6600,5746,,,,,,
/usb/,usb,false,PRINTING,60.1,60,220.3,220,34.8,,,100,100,7748,6002,2025-02-26 11:40:14,86,45,6600,5751,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.4,220,35,,,100,100,7779,5954,2025-02-26 11:40:19,86,45,6600,5756,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,35,,,100,100,7775,5924,2025-02-26 11:40:24,86,45,6540,5761,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.5,220,35,,,100,100,7759,5908,2025-02-26 11:40:29,86,45,6540,5766,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220,220,35.6,,,100,100,7766,5957,2025-02-26 11:40:34,86,45,6540,5771,,,,,,
/usb/,usb,false,PRINTING,60,60,220.6,220,35.6,,,100,100,7745,5924,2025-02-26 11:40:39,86,45,6540,5776,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.3,220,35.2,,,100,100,7799,5860,2025-02-26 11:40:44,86,45,6540,5781,,,,,,
/usb/,usb,false,PRINTING,60,60,219.4,220,35.2,,,100,100,7739,5890,2025-02-26 11:40:49,86,45,6540,5786,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,35.2,,,100,100,7773,5929,2025-02-26 11:40:54,86,45,6540,5791,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,35.2,,,100,100,7770,5905,2025-02-26 11:40:59,86,45,6540,5796,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.5,220,35.4,,,100,100,7736,5926,2025-02-26 11:41:04,86,45,6540,5801,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.5,220,35.4,,,100,100,7763,5911,2025-02-26 11:41:09,86,45,6540,5806,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.7,220,35.4,,,100,100,7766,5851,2025-02-26 11:41:14,86,46,6540,5811,,,,,,
/usb/,usb,false,PRINTING,60,60,220.3,220,35.4,,,100,100,7799,5979,2025-02-26 11:41:19,86,46,6540,5816,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,35.6,,,100,100,7740,5903,2025-02-26 11:41:24,86,46,6480,5821,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,35.6,,,100,100,7765,5912,2025-02-26 11:41:29,86,46,6480,5826,,,,,,
/usb/,usb,false,PRINTING,59.9,60,219.4,220,35.6,,,100,100,7780,5905,2025-02-26 11:41:34,86,46,6480,5831,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,36.2,,,100,100,7790,5850,2025-02-26 11:41:39,86,46,6480,5836,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.6,220,36.2,,,100,100,7754,5883,2025-02-26 11:41:44,86,46,6480,5841,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,35.8,,,100,100,7738,5877,2025-02-26 11:41:49,86,46,6480,5846,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.4,220,36.4,,,100,100,7770,5885,2025-02-26 11:41:54,86,46,6480,5851,,,,,,
/usb/,usb,false,PRINTING,60,60,219.7,220,35.8,,,100,100,7767,5937,2025-02-26 11:41:59,86,46,6480,5856,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,35.8,,,100,100,7739,5872,2025-02-26 11:42:04,86,46,6480,5861,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.5,220,36,,,100,100,7776,5909,2025-02-26 11:42:09,86,46,6480,5866,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.6,220,36,,,100,100,7765,5907,2025-02-26 11:42:14,86,46,6480,5871,,,,,,
/usb/,usb,false,PRINTING,60,60,219.6,220,36,,,100,100,7744,5924,2025-02-26 11:42:19,86,46,6420,5876,,,,,,
/usb/,usb,false,PRINTING,60,60,220.1,220,36,,,100,100,7775,5882,2025-02-26 11:42:25,86,46,6420,5881,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.5,220,36.2,,,100,100,7736,5938,2025-02-26 11:42:30,86,46,6420,5886,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,36.2,,,100,100,7748,5953,2025-02-26 11:42:35,86,46,6420,5891,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.5,220,36.2,,,100,100,7765,5945,2025-02-26 11:42:40,86,46,6420,5896,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220,220,36.8,,,100,100,7729,5915,2025-02-26 11:42:45,86,46,6420,5901,,,,,,
/usb/,usb,false,PRINTING,60,60,220.7,220,36.8,,,100,100,7767,5894,2025-02-26 11:42:50,86,46,6420,5906,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,36.4,,,100,100,7737,5894,2025-02-26 11:42:55,86,46,6420,5911,,,,,,
/usb/,usb,false,PRINTING,60,60,219.4,220,36.4,,,100,100,7737,5914,2025-02-26 11:43:00,86,46,6420,5916,,,,,,
/usb/,usb,false,PRINTING,60,60,219.7,220,37,,,100,100,7792,5924,2025-02-26 11:43:05,86,46,6420,5922,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.5,220,36.4,,,100,100,7760,5902,2025-02-26 11:43:10,86,46,6420,5926,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,36.6,,,100,100,7729,5937,2025-02-26 11:43:15,86,47,6420,5932,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.7,220,36.6,,,100,100,7784,5925,2025-02-26 11:43:20,86,47,6420,5937,,,,,,
/usb/,usb,false,PRINTING,60,60,219.5,220,36.6,,,100,100,7739,5913,2025-02-26 11:43:25,86,47,6360,5942,,,,,,
/usb/,usb,false,PRINTING,60,60,220,220,36.6,,,100,100,7762,5921,2025-02-26 11:43:30,86,47,6360,5947,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,37.2,,,100,100,7732,5896,2025-02-26 11:43:35,86,47,6360,5952,,,,,,
/usb/,usb,false,PRINTING,60,60,220.1,220,36.8,,,100,100,7760,5889,2025-02-26 11:43:40,86,47,6360,5957,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.3,220,36.8,,,100,100,7772,5936,2025-02-26 11:43:45,86,47,6360,5962,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,37.4,,,100,100,7797,5956,2025-02-26 11:43:50,86,47,6360,5967,,,,,,
/usb/,usb,false,PRINTING,60,60,220.6,220,36.8,,,100,100,7771,5915,2025-02-26 11:43:55,86,47,6360,5972,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,37,,,100,100,7780,5904,2025-02-26 11:44:00,86,47,6360,5977,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.5,220,37,,,100,100,7770,5961,2025-02-26 11:44:05,86,47,6360,5982,,,,,,
/usb/,usb,false,PRINTING,60,60,219.7,220,37,,,100,100,7788,5927,2025-02-26 11:44:10,86,47,6360,5987,,,,,,
/usb/,usb,false,PRINTING,60.1,60,220.1,220,37,,,100,100,7782,5955,2025-02-26 11:44:15,86,47,6360,5992,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,37.2,,,100,100,7829,5932,2025-02-26 11:44:20,86,47,6360,5997,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220,220,37.2,,,100,100,7756,5899,2025-02-26 11:44:25,86,47,6300,6002,,,,,,
/usb/,usb,false,PRINTING,60,60,219.4,220,37.2,,,100,100,7721,5912,2025-02-26 11:44:30,86,47,6300,6007,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,37.8,,,100,100,7741,5964,2025-02-26 11:44:35,86,47,6300,6012,,,,,,
/usb/,usb,false,PRINTING,60,60,220.6,220,37.8,,,100,100,7747,5913,2025-02-26 11:44:40,86,47,6300,6017,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.4,220,37.4,,,100,100,7748,5855,2025-02-26 11:44:45,86,47,6300,6022,,,,,,
/usb/,usb,false,PRINTING,60,60,219.5,220,38,,,100,100,7786,5881,2025-02-26 11:44:50,86,47,6300,6027,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,37.9,,,100,100,7762,5887,2025-02-26 11:44:55,86,47,6300,6032,,,,,,
/usb/,usb,false,PRINTING,60,60,220.3,220,37.4,,,100,100,7853,5919,2025-02-26 11:45:00,86,47,6300,6037,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.4,220,37.6,,,100,100,7719,5933,2025-02-26 11:45:05,86,47,6300,6042,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,37.6,,,100,100,7761,5915,2025-02-26 11:45:10,86,47,6300,6047,,,,,,
/usb/,usb,false,PRINTING,60,60,219.5,220,37.6,,,100,100,7757,5935,2025-02-26 11:45:15,86,48,6300,6052,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,37.6,,,100,100,7794,5895,2025-02-26 11:45:20,86,48,6240,6057,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,37.8,,,100,100,7792,5878,2025-02-26 11:45:25,86,48,6240,6062,,,,,,
/usb/,usb,false,PRINTING,60,60,220.1,220,37.8,,,100,100,7746,5889,2025-02-26 11:45:30,86,48,6240,6067,,,,,,
/usb/,usb,false,PRINTING,60,60,219.3,220,37.8,,,100,100,7797,5897,2025-02-26 11:45:35,86,48,6240,6072,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.9,220,38.4,,,100,100,7763,5871,2025-02-26 11:45:40,86,48,6240,6077,,,,,,
/usb/,usb,false,PRINTING,60,60,220.6,220,38.4,,,100,100,7769,5893,2025-02-26 11:45:45,86,48,6240,6082,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.3,220,38,,,100,100,7792,5901,2025-02-26 11:45:50,86,48,6240,6087,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.4,220,38,,,100,100,7785,5912,2025-02-26 11:45:55,86,48,6240,6092,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.8,220,38.6,,,100,100,7770,5921,2025-02-26 11:46:00,86,48,6240,6097,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,38,,,100,100,7731,5927,2025-02-26 11:46:05,86,48,6240,6102,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,38.2,,,100,100,7832,5906,2025-02-26 11:46:10,86,48,6240,6107,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,38.2,,,100,100,7780,5906,2025-02-26 11:46:15,86,48,6240,6112,,,,,,
/usb/,usb,false,PRINTING,59.9,60,219.5,220,38.2,,,100,100,7745,5943,2025-02-26 11:46:20,86,48,6180,6117,,,,,,
/usb/,usb,false,PRINTING,60,60,220,220,38.2,,,100,100,7796,5900,2025-02-26 11:46:25,86,48,6180,6122,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,38.4,,,100,100,7753,5867,2025-02-26 11:46:30,86,48,6180,6127,,,,,,
/usb/,usb,false,PRINTING,60,60,220.1,220,38.4,,,100,100,7791,5923,2025-02-26 11:46:35,86,48,6180,6132,,,,,,
/usb/,usb,false,PRINTING,60,60,219.3,220,38.4,,,100,100,7747,5938,2025-02-26 11:46:40,86,48,6180,6137,,,,,,
/usb/,usb,false,PRINTING,60,60,220,220,39,,,100,100,7751,5861,2025-02-26 11:46:45,86,48,6180,6142,,,,,,
/usb/,usb,false,PRINTING,60.1,60,220.5,220,39,,,100,100,7720,5890,2025-02-26 11:46:50,86,48,6180,6147,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,38.6,,,100,100,7780,5891,2025-02-26 11:46:55,86,48,6180,6152,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.4,220,39.2,,,100,100,7784,5903,2025-02-26 11:47:00,86,48,6180,6157,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,38.6,,,100,100,7742,5962,2025-02-26 11:47:05,86,48,6180,6162,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,38.6,,,100,100,7765,5893,2025-02-26 11:47:10,86,48,6180,6167,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.4,220,38.8,,,100,100,7738,5930,2025-02-26 11:47:15,86,48,6180,6172,,,,,,
/usb/,usb,false,PRINTING,60,60,219.7,220,38.8,,,100,100,7744,5916,2025-02-26 11:47:20,86,49,6120,6177,,,,,,
/usb/,usb,false,PRINTING,59.9,60,219.5,220,38.8,,,100,100,7765,5938,2025-02-26 11:47:25,86,49,6120,6182,,,,,,
/usb/,usb,false,PRINTING,60,60,220.1,220,38.8,,,100,100,7750,5928,2025-02-26 11:47:30,86,49,6120,6187,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,39,,,100,100,7777,5958,2025-02-26 11:47:35,86,49,6120,6192,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,39,,,100,100,7722,5896,2025-02-26 11:47:41,86,49,6120,6197,,,,,,
/usb/,usb,false,PRINTING,60,60,219.4,220,39,,,100,100,7760,5940,2025-02-26 11:47:46,86,49,6120,6202,,,,,,
/usb/,usb,false,PRINTING,60,60,220,220,39,,,100,100,7755,5835,2025-02-26 11:47:51,86,49,6120,6207,,,,,,
/usb/,usb,false,PRINTING,60,60,220.6,220,39.6,,,100,100,7759,5874,2025-02-26 11:47:56,86,49,6120,6212,,,,,,
/usb/,usb,false,PRINTING,60,60,220.3,220,39.2,,,100,100,7797,5901,2025-02-26 11:48:01,86,49,6120,6217,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.3,220,39.2,,,100,100,7780,5867,2025-02-26 11:48:06,86,49,6120,6222,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,39.2,,,100,100,7787,5925,2025-02-26 11:48:11,86,49,6120,6227,,,,,,
/usb/,usb,false,PRINTING,60.1,60,220.5,220,39.2,,,100,100,7780,5899,2025-02-26 11:48:16,86,49,6120,6232,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,39.4,,,100,100,7714,5915,2025-02-26 11:48:21,86,49,6060,6237,,,,,,
/usb/,usb,false,PRINTING,60,60,219.5,220,39.4,,,100,100,7724,5915,2025-02-26 11:48:26,86,49,6060,6242,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.7,220,39.4,,,100,100,7775,5933,2025-02-26 11:48:31,86,49,6060,6248,,,,,,
/usb/,usb,false,PRINTING,60.1,60,220.2,220,39.4,,,100,100,7771,6032,2025-02-26 11:48:36,86,49,6060,6252,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,39.6,,,100,100,7767,6000,2025-02-26 11:48:41,86,49,6060,6258,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,39.6,,,100,100,7767,5938,2025-02-26 11:48:46,86,49,6060,6263,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.4,220,39.6,,,100,100,7797,5894,2025-02-26 11:48:51,86,49,6060,6268,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,40.2,,,100,100,7757,5861,2025-02-26 11:48:56,86,49,6060,6273,,,,,,
/usb/,usb,false,PRINTING,60,60,220.6,220,40.2,,,100,100,7752,5916,2025-02-26 11:49:01,86,49,6060,6278,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.4,220,39.8,,,100,100,7785,5918,2025-02-26 11:49:06,86,49,6060,6283,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.4,220,39.8,,,100,100,7786,5904,2025-02-26 11:49:11,86,49,6060,6288,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.7,220,40.4,,,100,100,7804,5946,2025-02-26 11:49:16,86,49,6060,6293,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.3,220,39.8,,,100,100,7749,6050,2025-02-26 11:49:21,86,50,6000,6298,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,40,,,100,100,7799,5881,2025-02-26 11:49:26,86,50,6000,6303,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.8,220,40,,,100,100,7798,5902,2025-02-26 11:49:31,86,50,6000,6308,,,,,,
/usb/,usb,false,PRINTING,59.9,60,219.4,220,40,,,100,100,7785,5884,2025-02-26 11:49:36,86,50,6000,6313,,,,,,
/usb/,usb,false,PRINTING,60.1,60,220,220,40,,,100,100,7743,5863,2025-02-26 11:49:41,86,50,6000,6318,,,,,,
/usb/,usb,false,PRINTING,60.1,60,220.4,220,40.2,,,100,100,7771,5893,2025-02-26 11:49:46,86,50,6000,6323,,,,,,
/usb/,usb,false,PRINTING,60,60,220,220,40.2,,,100,100,7778,5911,2025-02-26 11:49:51,86,50,6000,6328,,,,,,
/usb/,usb,false,PRINTING,60,60,219.3,220,40.6,,,100,100,7776,5957,2025-02-26 11:49:56,86,50,6000,6333,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,40.8,,,100,100,7753,5842,2025-02-26 11:50:01,86,50,6000,6338,,,,,,
/usb/,usb,false,PRINTING,60.1,60,220.7,220,40.2,,,100,100,7740,5838,2025-02-26 11:50:06,86,50,6000,6343,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,40.4,,,100,100,7787,5897,2025-02-26 11:50:11,86,50,6000,6348,,,,,,
/usb/,usb,false,PRINTING,60,60,219.5,220,40.4,,,100,100,7773,5921,2025-02-26 11:50:16,86,50,6000,6353,,,,,,
/usb/,usb,false,PRINTING,60,60,219.7,220,40.4,,,100,100,7769,5879,2025-02-26 11:50:21,86,50,5940,6358,,,,,,
/usb/,usb,false,PRINTING,60,60,220.2,220,40.4,,,100,100,7809,5916,2025-02-26 11:50:26,86,50,5940,6363,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,40.6,,,100,100,7766,5959,2025-02-26 11:50:31,86,50,5940,6368,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,40.6,,,100,100,7725,5879,2025-02-26 11:50:36,86,50,5940,6373,,,,,,
/usb/,usb,false,PRINTING,60,60,219.3,220,40.6,,,100,100,7744,5945,2025-02-26 11:50:41,86,50,5940,6378,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,40.6,,,100,100,7775,5915,2025-02-26 11:50:46,86,50,5940,6383,,,,,,
/usb/,usb,false,PRINTING,60,60,220.6,220,41.2,,,100,100,7761,5877,2025-02-26 11:50:51,86,50,5940,6388,,,,,,
/usb/,usb,false,PRINTING,60,60,220.3,220,40.8,,,100,100,7739,5857,2025-02-26 11:50:56,86,50,5940,6393,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.4,220,40.8,,,100,100,7728,5915,2025-02-26 11:51:01,86,50,5940,6398,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.9,220,40.8,,,100,100,7726,5935,2025-02-26 11:51:06,86,50,5940,6403,,,,,,
/usb/,usb,false,PRINTING,60,60,220.6,220,40.8,,,100,100,7767,5920,2025-02-26 11:51:11,86,50,5940,6408,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.5,220,41,,,100,100,7738,5930,2025-02-26 11:51:16,86,50,5940,6413,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.5,220,41,,,100,100,7745,5913,2025-02-26 11:51:21,86,51,5880,6418,,,,,,
/usb/,usb,false,PRINTING,60,60,219.7,220,41,,,100,100,7768,5955,2025-02-26 11:51:26,86,51,5880,6423,,,,,,
/usb/,usb,false,PRINTING,60,60,220.2,220,41,,,100,100,7775,5951,2025-02-26 11:51:31,86,51,5880,6428,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,41.2,,,100,100,7804,5935,2025-02-26 11:51:36,86,51,5880,6433,,,,,,
/usb/,usb,false,PRINTING,60,60,220,220,41.2,,,100,100,7769,5924,2025-02-26 11:51:41,86,51,5880,6438,,,,,,
/usb/,usb,false,PRINTING,60,60,219.3,220,41.2,,,100,100,7822,5891,2025-02-26 11:51:46,86,51,5880,6443,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,41.2,,,100,100,7742,5844,2025-02-26 11:51:51,86,51,5880,6448,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,41.8,,,100,100,7779,5897,2025-02-26 11:51:56,86,51,5880,6453,,,,,,
/usb/,usb,false,PRINTING,60.1,60,220.2,220,41.4,,,100,100,7774,5883,2025-02-26 11:52:01,86,51,5880,6458,,,,,,
/usb/,usb,false,PRINTING,60.1,60,219.4,220,41.8,,,100,100,7767,5941,2025-02-26 11:52:06,86,51,5880,6463,,,,,,
/usb/,usb,false,PRINTING,60,60,219.8,220,42,,,100,100,7790,5954,2025-02-26 11:52:11,86,51,5880,6468,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,41.4,,,100,100,7782,5873,2025-02-26 11:52:16,86,51,5880,6473,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,41.6,,,100,100,7789,5941,2025-02-26 11:52:21,86,51,5820,6478,,,,,,
/usb/,usb,false,PRINTING,60,60,219.7,220,41.6,,,100,100,7796,5917,2025-02-26 11:52:26,86,51,5820,6483,,,,,,
/usb/,usb,false,PRINTING,60,60,219.7,220,41.6,,,100,100,7745,5921,2025-02-26 11:52:31,86,51,5820,6488,,,,,,
/usb/,usb,false,PRINTING,60,60,220.1,220,41.6,,,100,100,7799,5982,2025-02-26 11:52:36,86,51,5820,6493,,,,,,
/usb/,usb,false,PRINTING,60.1,60,220.4,220,41.8,,,100,100,7773,5922,2025-02-26 11:52:41,86,51,5820,6498,,,,,,
/usb/,usb,false,PRINTING,60,60,220.1,220,41.8,,,100,100,7753,5928,2025-02-26 11:52:46,86,51,5820,6503,,,,,,
/usb/,usb,false,PRINTING,59.9,60,219.4,220,41.8,,,100,100,7710,5911,2025-02-26 11:52:51,86,51,5820,6508,,,,,,
/usb/,usb,false,PRINTING,60,60,219.9,220,42.4,,,100,100,7800,5905,2025-02-26 11:52:56,86,51,5820,6513,,,,,,
/usb/,usb,false,PRINTING,60,60,220.6,220,41.8,,,100,100,7724,5929,2025-02-26 11:53:02,86,51,5820,6518,,,,,,
/usb/,usb,false,PRINTING,60,60,220.5,220,42,,,100,100,7769,5862,2025-02-26 11:53:07,86,51,5820,6523,,,,,,
/usb/,usb,false,PRINTING,60,60,219.4,220,42,,,100,100,7713,5909,2025-02-26 11:53:12,86,51,5820,6528,,,,,,
/usb/,usb,false,PRINTING,60,60,219.7,220,42,,,100,100,7794,5919,2025-02-26 11:53:17,86,51,5820,6533,,,,,,
/usb/,usb,false,PRINTING,60,60,220.4,220,42,,,100,100,7735,5913,2025-02-26 11:53:22,86,52,5760,6538,,,,,,
/usb/,usb,false,PRINTING,59.9,60,220.4,220,42.2,,,100,100,7765,5986,2025-02-26 11:53:27,86,52,5760,6543,,,,,,
/usb/,usb,false,PRINTING,60,60,219.7,220,42.2,,,100,100,7772,5909,2025-02-26 11:53:32,86,52,5760,6548,,,,,,
/usb/,usb,false,PRINTING,60,60,219.5,220,42.2,,,100,100,7789,5938,2025-02-26 11:53:37,86,52,5760,6554,,,,,,
/usb/,usb,false,PRINTING,60,60,220,220,42.2,,,100,100,7799,5936,2025-02-26 11:53:42,86,52,5760,6558,,,,,,
/usb/,usb,false,PRINTING,60,60,220.6,220,42.8,,,100,100,7776,5889,2025-02-26 11:53:47,86,52,5760,6564,,,,,,
/usb/,usb,false,PRINTING,60,60,220.1,220,42.4,,,100,100,7733,5920,2025-02-26 11:53:52,86,52,5760,6569,,,,,,
/usb/,usb,false,PRINTING,60,60,219.3,220,42.4,,,100,100,7747,5893,2025-02-26 11:53:57,86,52,5760,6574,,,,,,
